Date,Medicament,Quantite,PrixUnitaire,ProfitUnitaire,ProfitRatio,Total,ProfitTotal,ProfitTotalRatio,DayOfWeek,DayOfMonth,Month,Year,Saison,IsHoliday,IsWeekend,PrixQuantiteRatio,MoyenneRoulante_7d_Quantite
2022-10-12,Amoxicilline,6,8.0,6.0,0.75,48.0,36.0,0.75,2,12,10,2022,Automne,False,False,1.33,6.714285714285714
2022-10-12,Hydrochlorothiazide,5,15.0,10.0,0.6666666666666666,75.0,50.0,0.6666666666666666,2,12,10,2022,Automne,False,False,3.0,6.428571428571429
2022-10-12,Cortisone,5,7.5,3.5,0.4666666666666667,37.5,17.5,0.4666666666666667,2,12,10,2022,Automne,False,False,1.5,6.0
2022-10-12,Amoxicilline,6,8.0,6.0,0.75,48.0,36.0,0.75,2,12,10,2022,Automne,False,False,1.33,6.428571428571429
2022-10-12,Montelukast,7,8.5,6.5,0.7647058823529411,59.5,45.5,0.7647058823529411,2,12,10,2022,Automne,False,False,1.21,6.142857142857143
2022-10-12,Warfarine,8,10.0,6.5,0.65,80.0,52.0,0.65,2,12,10,2022,Automne,False,False,1.25,6.285714285714286
2022-10-12,Ibuprofen,2,6.0,4.0,0.6666666666666666,12.0,8.0,0.6666666666666666,2,12,10,2022,Automne,False,False,3.0,5.571428571428571
2022-10-12,Hydrochlorothiazide,7,15.0,10.0,0.6666666666666666,105.0,70.0,0.6666666666666666,2,12,10,2022,Automne,False,False,2.14,5.714285714285714
2022-10-12,Esomeprazole,7,4.5,2.5,0.5555555555555556,31.5,17.5,0.5555555555555556,2,12,10,2022,Automne,False,False,0.64,6.0
2022-10-12,Losartan,1,6.5,2.5,0.38461538461538464,6.5,2.5,0.38461538461538464,2,12,10,2022,Automne,False,False,6.5,5.428571428571429
2022-10-12,Atorvastatine,5,11.0,6.5,0.5909090909090909,55.0,32.5,0.5909090909090909,2,12,10,2022,Automne,False,False,2.2,5.285714285714286
2022-10-12,Hydrochlorothiazide,5,15.0,10.0,0.6666666666666666,75.0,50.0,0.6666666666666666,2,12,10,2022,Automne,False,False,3.0,5.0
2022-10-12,Amlodipine,5,14.0,9.75,0.6964285714285714,70.0,48.75,0.6964285714285714,2,12,10,2022,Automne,False,False,2.8,4.571428571428571
2022-10-13,Losartan,4,6.5,2.5,0.38461538461538464,26.0,10.0,0.38461538461538464,3,13,10,2022,Automne,False,False,1.62,4.857142857142857
2022-10-13,Ibuprofen,9,6.0,4.0,0.6666666666666666,54.0,36.0,0.6666666666666666,3,13,10,2022,Automne,False,False,0.67,5.142857142857143
2022-10-13,Warfarine,10,10.0,6.5,0.65,100.0,65.0,0.65,3,13,10,2022,Automne,False,False,1.0,5.571428571428571
2022-10-13,Metformine,1,12.0,8.25,0.6875,12.0,8.25,0.6875,3,13,10,2022,Automne,False,False,12.0,5.571428571428571
2022-10-13,Gabapentine,4,9.0,4.0,0.4444444444444444,36.0,16.0,0.4444444444444444,3,13,10,2022,Automne,False,False,2.25,5.428571428571429
2022-10-13,Esomeprazole,9,4.5,2.5,0.5555555555555556,40.5,22.5,0.5555555555555556,3,13,10,2022,Automne,False,False,0.5,6.0
2022-10-13,Prednisone,9,3.5,1.5,0.42857142857142855,31.5,13.5,0.42857142857142855,3,13,10,2022,Automne,False,False,0.39,6.571428571428571
2022-10-13,Esomeprazole,3,4.5,2.5,0.5555555555555556,13.5,7.5,0.5555555555555556,3,13,10,2022,Automne,False,False,1.5,6.428571428571429
2022-10-13,Amoxicilline,2,8.0,6.0,0.75,16.0,12.0,0.75,3,13,10,2022,Automne,False,False,4.0,5.428571428571429
2022-10-13,Hydrochlorothiazide,8,15.0,10.0,0.6666666666666666,120.0,80.0,0.6666666666666666,3,13,10,2022,Automne,False,False,1.88,5.142857142857143
2022-10-13,Furosemide,6,17.0,13.25,0.7794117647058824,102.0,79.5,0.7794117647058824,3,13,10,2022,Automne,False,False,2.83,5.857142857142857
2022-10-13,Warfarine,1,10.0,6.5,0.65,10.0,6.5,0.65,3,13,10,2022,Automne,False,False,10.0,5.428571428571429
2022-10-13,Fluoxetine,3,7.0,3.5,0.5,21.0,10.5,0.5,3,13,10,2022,Automne,False,False,2.33,4.571428571428571
2022-10-13,Azithromycine,9,13.0,7.25,0.5576923076923077,117.0,65.25,0.5576923076923077,3,13,10,2022,Automne,False,False,1.44,4.571428571428571
2022-10-13,Cortisone,8,7.5,3.5,0.4666666666666667,60.0,28.0,0.4666666666666667,3,13,10,2022,Automne,False,False,0.94,5.285714285714286
2022-10-13,Omeprazole,10,5.5,3.5,0.6363636363636364,55.0,35.0,0.6363636363636364,3,13,10,2022,Automne,False,False,0.55,6.428571428571429
2022-10-14,Fluoxetine,1,7.0,3.5,0.5,7.0,3.5,0.5,4,14,10,2022,Automne,False,False,7.0,5.428571428571429
2022-10-14,Fluoxetine,7,7.0,3.5,0.5,49.0,24.5,0.5,4,14,10,2022,Automne,False,False,1.0,5.571428571428571
2022-10-14,Lisinopril,3,5.0,3.0,0.6,15.0,9.0,0.6,4,14,10,2022,Automne,False,False,1.67,5.857142857142857
2022-10-14,Montelukast,8,8.5,6.5,0.7647058823529411,68.0,52.0,0.7647058823529411,4,14,10,2022,Automne,False,False,1.06,6.571428571428571
2022-10-14,Metformine,6,12.0,8.25,0.6875,72.0,49.5,0.6875,4,14,10,2022,Automne,False,False,2.0,6.142857142857143
2022-10-14,Paracétamol,4,5.0,2.0,0.4,20.0,8.0,0.4,4,14,10,2022,Automne,False,False,1.25,5.571428571428571
2022-10-14,Lisinopril,1,5.0,3.0,0.6,5.0,3.0,0.6,4,14,10,2022,Automne,False,False,5.0,4.285714285714286
2022-10-14,Hydrochlorothiazide,6,15.0,10.0,0.6666666666666666,90.0,60.0,0.6666666666666666,4,14,10,2022,Automne,False,False,2.5,5.0
2022-10-14,Warfarine,3,10.0,6.5,0.65,30.0,19.5,0.65,4,14,10,2022,Automne,False,False,3.33,4.428571428571429
2022-10-14,Paracétamol,7,5.0,2.0,0.4,35.0,14.0,0.4,4,14,10,2022,Automne,False,False,0.71,5.0
2022-10-15,Cortisone,8,7.5,3.5,0.4666666666666667,60.0,28.0,0.4666666666666667,5,15,10,2022,Automne,False,True,0.94,5.0
2022-10-15,Lisinopril,3,5.0,3.0,0.6,15.0,9.0,0.6,5,15,10,2022,Automne,False,True,1.67,4.571428571428571
2022-10-15,Azithromycine,9,13.0,7.25,0.5576923076923077,117.0,65.25,0.5576923076923077,5,15,10,2022,Automne,False,True,1.44,5.285714285714286
2022-10-15,Omeprazole,5,5.5,3.5,0.6363636363636364,27.5,17.5,0.6363636363636364,5,15,10,2022,Automne,False,True,1.1,5.857142857142857
2022-10-15,Aspirine,10,3.5,1.5,0.42857142857142855,35.0,15.0,0.42857142857142855,5,15,10,2022,Automne,False,True,0.35,6.428571428571429
2022-10-15,Paracétamol,10,5.0,2.0,0.4,50.0,20.0,0.4,5,15,10,2022,Automne,False,True,0.5,7.428571428571429
2022-10-15,Hydrochlorothiazide,10,15.0,10.0,0.6666666666666666,150.0,100.0,0.6666666666666666,5,15,10,2022,Automne,False,True,1.5,7.857142857142857
2022-10-15,Metformine,1,12.0,8.25,0.6875,12.0,8.25,0.6875,5,15,10,2022,Automne,False,True,12.0,6.857142857142857
2022-10-15,Furosemide,4,17.0,13.25,0.7794117647058824,68.0,53.0,0.7794117647058824,5,15,10,2022,Automne,False,True,4.25,7.0
2022-10-15,Amlodipine,10,14.0,9.75,0.6964285714285714,140.0,97.5,0.6964285714285714,5,15,10,2022,Automne,False,True,1.4,7.142857142857143
2022-10-15,Venlafaxine,7,10.5,8.5,0.8095238095238095,73.5,59.5,0.8095238095238095,5,15,10,2022,Automne,False,True,1.5,7.428571428571429
2022-10-15,Hydrochlorothiazide,9,15.0,10.0,0.6666666666666666,135.0,90.0,0.6666666666666666,5,15,10,2022,Automne,False,True,1.67,7.285714285714286
2022-10-15,Prednisone,2,3.5,1.5,0.42857142857142855,7.0,3.0,0.42857142857142855,5,15,10,2022,Automne,False,True,1.75,6.142857142857143
2022-10-15,Aspirine,8,3.5,1.5,0.42857142857142855,28.0,12.0,0.42857142857142855,5,15,10,2022,Automne,False,True,0.44,5.857142857142857
2022-10-15,Metformine,1,12.0,8.25,0.6875,12.0,8.25,0.6875,5,15,10,2022,Automne,False,True,12.0,5.857142857142857
2022-10-15,Esomeprazole,4,4.5,2.5,0.5555555555555556,18.0,10.0,0.5555555555555556,5,15,10,2022,Automne,False,True,1.12,5.857142857142857
2022-10-16,Losartan,4,6.5,2.5,0.38461538461538464,26.0,10.0,0.38461538461538464,6,16,10,2022,Automne,False,True,1.62,5.0
2022-10-16,Atorvastatine,8,11.0,6.5,0.5909090909090909,88.0,52.0,0.5909090909090909,6,16,10,2022,Automne,False,True,1.38,5.142857142857143
2022-10-16,Omeprazole,2,5.5,3.5,0.6363636363636364,11.0,7.0,0.6363636363636364,6,16,10,2022,Automne,False,True,2.75,4.142857142857143
2022-10-16,Furosemide,3,17.0,13.25,0.7794117647058824,51.0,39.75,0.7794117647058824,6,16,10,2022,Automne,False,True,5.67,4.285714285714286
2022-10-16,Hydrochlorothiazide,5,15.0,10.0,0.6666666666666666,75.0,50.0,0.6666666666666666,6,16,10,2022,Automne,False,True,3.0,3.857142857142857
2022-10-16,Fluoxetine,10,7.0,3.5,0.5,70.0,35.0,0.5,6,16,10,2022,Automne,False,True,0.7,5.142857142857143
2022-10-16,Esomeprazole,2,4.5,2.5,0.5555555555555556,9.0,5.0,0.5555555555555556,6,16,10,2022,Automne,False,True,2.25,4.857142857142857
2022-10-16,Warfarine,1,10.0,6.5,0.65,10.0,6.5,0.65,6,16,10,2022,Automne,False,True,10.0,4.428571428571429
2022-10-16,Simvastatine,8,16.0,12.0,0.75,128.0,96.0,0.75,6,16,10,2022,Automne,False,True,2.0,4.428571428571429
2022-10-16,Esomeprazole,5,4.5,2.5,0.5555555555555556,22.5,12.5,0.5555555555555556,6,16,10,2022,Automne,False,True,0.9,4.857142857142857
2022-10-17,Prednisone,3,3.5,1.5,0.42857142857142855,10.5,4.5,0.42857142857142855,0,17,10,2022,Automne,False,False,1.17,4.857142857142857
2022-10-17,Lisinopril,3,5.0,3.0,0.6,15.0,9.0,0.6,0,17,10,2022,Automne,False,False,1.67,4.571428571428571
2022-10-17,Esomeprazole,2,4.5,2.5,0.5555555555555556,9.0,5.0,0.5555555555555556,0,17,10,2022,Automne,False,False,2.25,3.4285714285714284
2022-10-17,Cortisone,9,7.5,3.5,0.4666666666666667,67.5,31.5,0.4666666666666667,0,17,10,2022,Automne,False,False,0.83,4.428571428571429
2022-10-17,Fluoxetine,10,7.0,3.5,0.5,70.0,35.0,0.5,0,17,10,2022,Automne,False,False,0.7,5.714285714285714
2022-10-17,Gabapentine,2,9.0,4.0,0.4444444444444444,18.0,8.0,0.4444444444444444,0,17,10,2022,Automne,False,False,4.5,4.857142857142857
2022-10-17,Furosemide,6,17.0,13.25,0.7794117647058824,102.0,79.5,0.7794117647058824,0,17,10,2022,Automne,False,False,2.83,5.0
2022-10-17,Azithromycine,4,13.0,7.25,0.5576923076923077,52.0,29.0,0.5576923076923077,0,17,10,2022,Automne,False,False,3.25,5.142857142857143
2022-10-17,Ibuprofen,5,6.0,4.0,0.6666666666666666,30.0,20.0,0.6666666666666666,0,17,10,2022,Automne,False,False,1.2,5.428571428571429
2022-10-17,Furosemide,8,17.0,13.25,0.7794117647058824,136.0,106.0,0.7794117647058824,0,17,10,2022,Automne,False,False,2.12,6.285714285714286
2022-10-17,Metformine,9,12.0,8.25,0.6875,108.0,74.25,0.6875,0,17,10,2022,Automne,False,False,1.33,6.285714285714286
2022-10-17,Amlodipine,3,14.0,9.75,0.6964285714285714,42.0,29.25,0.6964285714285714,0,17,10,2022,Automne,False,False,4.67,5.285714285714286
2022-10-17,Prednisone,7,3.5,1.5,0.42857142857142855,24.5,10.5,0.42857142857142855,0,17,10,2022,Automne,False,False,0.5,6.0
2022-10-17,Sertraline,10,6.5,3.5,0.5384615384615384,65.0,35.0,0.5384615384615384,0,17,10,2022,Automne,False,False,0.65,6.571428571428571
2022-10-17,Amoxicilline,9,8.0,6.0,0.75,72.0,54.0,0.75,0,17,10,2022,Automne,False,False,0.89,7.285714285714286
2022-10-17,Lisinopril,6,5.0,3.0,0.6,30.0,18.0,0.6,0,17,10,2022,Automne,False,False,0.83,7.428571428571429
2022-10-17,Paracétamol,9,5.0,2.0,0.4,45.0,18.0,0.4,0,17,10,2022,Automne,False,False,0.56,7.571428571428571
2022-10-17,Lisinopril,2,5.0,3.0,0.6,10.0,6.0,0.6,0,17,10,2022,Automne,False,False,2.5,6.571428571428571
2022-10-18,Prednisone,2,3.5,1.5,0.42857142857142855,7.0,3.0,0.42857142857142855,1,18,10,2022,Automne,False,False,1.75,6.428571428571429
2022-10-18,Azithromycine,3,13.0,7.25,0.5576923076923077,39.0,21.75,0.5576923076923077,1,18,10,2022,Automne,False,False,4.33,5.857142857142857
2022-10-18,Omeprazole,6,5.5,3.5,0.6363636363636364,33.0,21.0,0.6363636363636364,1,18,10,2022,Automne,False,False,0.92,5.285714285714286
2022-10-18,Lisinopril,6,5.0,3.0,0.6,30.0,18.0,0.6,1,18,10,2022,Automne,False,False,0.83,4.857142857142857
2022-10-18,Atorvastatine,5,11.0,6.5,0.5909090909090909,55.0,32.5,0.5909090909090909,1,18,10,2022,Automne,False,False,2.2,4.714285714285714
2022-10-18,Hydrochlorothiazide,5,15.0,10.0,0.6666666666666666,75.0,50.0,0.6666666666666666,1,18,10,2022,Automne,False,False,3.0,4.142857142857143
2022-10-18,Omeprazole,10,5.5,3.5,0.6363636363636364,55.0,35.0,0.6363636363636364,1,18,10,2022,Automne,False,False,0.55,5.285714285714286
2022-10-18,Cortisone,7,7.5,3.5,0.4666666666666667,52.5,24.5,0.4666666666666667,1,18,10,2022,Automne,False,False,1.07,6.0
2022-10-18,Omeprazole,8,5.5,3.5,0.6363636363636364,44.0,28.0,0.6363636363636364,1,18,10,2022,Automne,False,False,0.69,6.714285714285714
2022-10-18,Venlafaxine,1,10.5,8.5,0.8095238095238095,10.5,8.5,0.8095238095238095,1,18,10,2022,Automne,False,False,10.5,6.0
2022-10-18,Cortisone,1,7.5,3.5,0.4666666666666667,7.5,3.5,0.4666666666666667,1,18,10,2022,Automne,False,False,7.5,5.285714285714286
2022-10-19,Cortisone,5,7.5,3.5,0.4666666666666667,37.5,17.5,0.4666666666666667,2,19,10,2022,Automne,False,False,1.5,5.285714285714286
2022-10-19,Sertraline,9,6.5,3.5,0.5384615384615384,58.5,31.5,0.5384615384615384,2,19,10,2022,Automne,False,False,0.72,5.857142857142857
2022-10-19,Paracétamol,10,5.0,2.0,0.4,50.0,20.0,0.4,2,19,10,2022,Automne,False,False,0.5,5.857142857142857
2022-10-19,Ibuprofen,3,6.0,4.0,0.6666666666666666,18.0,12.0,0.6666666666666666,2,19,10,2022,Automne,False,False,2.0,5.285714285714286
2022-10-19,Venlafaxine,6,10.5,8.5,0.8095238095238095,63.0,51.0,0.8095238095238095,2,19,10,2022,Automne,False,False,1.75,5.0
2022-10-19,Aspirine,7,3.5,1.5,0.42857142857142855,24.5,10.5,0.42857142857142855,2,19,10,2022,Automne,False,False,0.5,5.857142857142857
2022-10-19,Esomeprazole,2,4.5,2.5,0.5555555555555556,9.0,5.0,0.5555555555555556,2,19,10,2022,Automne,False,False,2.25,6.0
2022-10-19,Simvastatine,2,16.0,12.0,0.75,32.0,24.0,0.75,2,19,10,2022,Automne,False,False,8.0,5.571428571428571
2022-10-19,Metformine,8,12.0,8.25,0.6875,96.0,66.0,0.6875,2,19,10,2022,Automne,False,False,1.5,5.428571428571429
2022-10-19,Simvastatine,9,16.0,12.0,0.75,144.0,108.0,0.75,2,19,10,2022,Automne,False,False,1.78,5.285714285714286
2022-10-19,Albuterol,3,9.5,7.5,0.7894736842105263,28.5,22.5,0.7894736842105263,2,19,10,2022,Automne,False,False,3.17,5.285714285714286
2022-10-19,Aspirine,6,3.5,1.5,0.42857142857142855,21.0,9.0,0.42857142857142855,2,19,10,2022,Automne,False,False,0.58,5.285714285714286
2022-10-19,Amoxicilline,4,8.0,6.0,0.75,32.0,24.0,0.75,2,19,10,2022,Automne,False,False,2.0,4.857142857142857
2022-10-19,Prednisone,3,3.5,1.5,0.42857142857142855,10.5,4.5,0.42857142857142855,2,19,10,2022,Automne,False,False,1.17,5.0
2022-10-19,Prednisone,3,3.5,1.5,0.42857142857142855,10.5,4.5,0.42857142857142855,2,19,10,2022,Automne,False,False,1.17,5.142857142857143
2022-10-20,Omeprazole,8,5.5,3.5,0.6363636363636364,44.0,28.0,0.6363636363636364,3,20,10,2022,Automne,False,False,0.69,5.142857142857143
2022-10-20,Simvastatine,3,16.0,12.0,0.75,48.0,36.0,0.75,3,20,10,2022,Automne,False,False,5.33,4.285714285714286
2022-10-20,Ibuprofen,1,6.0,4.0,0.6666666666666666,6.0,4.0,0.6666666666666666,3,20,10,2022,Automne,False,False,6.0,4.0
2022-10-20,Hydrochlorothiazide,9,15.0,10.0,0.6666666666666666,135.0,90.0,0.6666666666666666,3,20,10,2022,Automne,False,False,1.67,4.428571428571429
2022-10-20,Furosemide,9,17.0,13.25,0.7794117647058824,153.0,119.25,0.7794117647058824,3,20,10,2022,Automne,False,False,1.89,5.142857142857143
2022-10-20,Atorvastatine,1,11.0,6.5,0.5909090909090909,11.0,6.5,0.5909090909090909,3,20,10,2022,Automne,False,False,11.0,4.857142857142857
2022-10-20,Duloxetine,6,11.5,5.5,0.4782608695652174,69.0,33.0,0.4782608695652174,3,20,10,2022,Automne,False,False,1.92,5.285714285714286
2022-10-20,Metformine,4,12.0,8.25,0.6875,48.0,33.0,0.6875,3,20,10,2022,Automne,False,False,3.0,4.714285714285714
2022-10-21,Sertraline,9,6.5,3.5,0.5384615384615384,58.5,31.5,0.5384615384615384,4,21,10,2022,Automne,False,False,0.72,5.571428571428571
2022-10-21,Amlodipine,5,14.0,9.75,0.6964285714285714,70.0,48.75,0.6964285714285714,4,21,10,2022,Automne,False,False,2.8,6.142857142857143
2022-10-21,Amoxicilline,5,8.0,6.0,0.75,40.0,30.0,0.75,4,21,10,2022,Automne,False,False,1.6,5.571428571428571
2022-10-21,Warfarine,3,10.0,6.5,0.65,30.0,19.5,0.65,4,21,10,2022,Automne,False,False,3.33,4.714285714285714
2022-10-21,Montelukast,5,8.5,6.5,0.7647058823529411,42.5,32.5,0.7647058823529411,4,21,10,2022,Automne,False,False,1.7,5.285714285714286
2022-10-21,Amoxicilline,2,8.0,6.0,0.75,16.0,12.0,0.75,4,21,10,2022,Automne,False,False,4.0,4.714285714285714
2022-10-21,Esomeprazole,9,4.5,2.5,0.5555555555555556,40.5,22.5,0.5555555555555556,4,21,10,2022,Automne,False,False,0.5,5.428571428571429
2022-10-21,Hydrochlorothiazide,6,15.0,10.0,0.6666666666666666,90.0,60.0,0.6666666666666666,4,21,10,2022,Automne,False,False,2.5,5.0
2022-10-21,Sertraline,3,6.5,3.5,0.5384615384615384,19.5,10.5,0.5384615384615384,4,21,10,2022,Automne,False,False,2.17,4.714285714285714
2022-10-21,Azithromycine,4,13.0,7.25,0.5576923076923077,52.0,29.0,0.5576923076923077,4,21,10,2022,Automne,False,False,3.25,4.571428571428571
2022-10-21,Warfarine,5,10.0,6.5,0.65,50.0,32.5,0.65,4,21,10,2022,Automne,False,False,2.0,4.857142857142857
2022-10-21,Atorvastatine,8,11.0,6.5,0.5909090909090909,88.0,52.0,0.5909090909090909,4,21,10,2022,Automne,False,False,1.38,5.285714285714286
2022-10-21,Montelukast,7,8.5,6.5,0.7647058823529411,59.5,45.5,0.7647058823529411,4,21,10,2022,Automne,False,False,1.21,6.0
2022-10-21,Prednisone,8,3.5,1.5,0.42857142857142855,28.0,12.0,0.42857142857142855,4,21,10,2022,Automne,False,False,0.44,5.857142857142857
2022-10-22,Omeprazole,4,5.5,3.5,0.6363636363636364,22.0,14.0,0.6363636363636364,5,22,10,2022,Automne,False,True,1.38,5.571428571428571
2022-10-22,Aspirine,5,3.5,1.5,0.42857142857142855,17.5,7.5,0.42857142857142855,5,22,10,2022,Automne,False,True,0.7,5.857142857142857
2022-10-22,Hydrochlorothiazide,6,15.0,10.0,0.6666666666666666,90.0,60.0,0.6666666666666666,5,22,10,2022,Automne,False,True,2.5,6.142857142857143
2022-10-22,Cortisone,10,7.5,3.5,0.4666666666666667,75.0,35.0,0.4666666666666667,5,22,10,2022,Automne,False,True,0.75,6.857142857142857
2022-10-22,Prednisone,2,3.5,1.5,0.42857142857142855,7.0,3.0,0.42857142857142855,5,22,10,2022,Automne,False,True,1.75,6.0
2022-10-22,Aspirine,10,3.5,1.5,0.42857142857142855,35.0,15.0,0.42857142857142855,5,22,10,2022,Automne,False,True,0.35,6.428571428571429
2022-10-22,Atorvastatine,4,11.0,6.5,0.5909090909090909,44.0,26.0,0.5909090909090909,5,22,10,2022,Automne,False,True,2.75,5.857142857142857
2022-10-22,Sertraline,8,6.5,3.5,0.5384615384615384,52.0,28.0,0.5384615384615384,5,22,10,2022,Automne,False,True,0.81,6.428571428571429
2022-10-22,Atorvastatine,4,11.0,6.5,0.5909090909090909,44.0,26.0,0.5909090909090909,5,22,10,2022,Automne,False,True,2.75,6.285714285714286
2022-10-22,Albuterol,8,9.5,7.5,0.7894736842105263,76.0,60.0,0.7894736842105263,5,22,10,2022,Automne,False,True,1.19,6.571428571428571
2022-10-22,Esomeprazole,9,4.5,2.5,0.5555555555555556,40.5,22.5,0.5555555555555556,5,22,10,2022,Automne,False,True,0.5,6.428571428571429
2022-10-22,Venlafaxine,1,10.5,8.5,0.8095238095238095,10.5,8.5,0.8095238095238095,5,22,10,2022,Automne,False,True,10.5,6.285714285714286
2022-10-23,Fluoxetine,6,7.0,3.5,0.5,42.0,21.0,0.5,6,23,10,2022,Automne,False,True,1.17,5.714285714285714
2022-10-23,Cortisone,7,7.5,3.5,0.4666666666666667,52.5,24.5,0.4666666666666667,6,23,10,2022,Automne,False,True,1.07,6.142857142857143
2022-10-23,Venlafaxine,1,10.5,8.5,0.8095238095238095,10.5,8.5,0.8095238095238095,6,23,10,2022,Automne,False,True,10.5,5.142857142857143
