Date,Medicament,Quantite,PrixUnitaire,Total,DayOfWeek,DayOfMonth,Month,Saison,IsHoliday,IsWeekend,PrixQuantiteRatio,MoyenneRoulante_7d_Quantite
2022-01-14,Esomeprazole,3,4.5,13.5,4,14,1,Hiver,False,False,1.5,5.142857142857143
2022-01-15,Paracétamol,6,5.0,30.0,5,15,1,Hiver,False,True,0.83,5.428571428571429
2022-01-15,Metformine,4,12.0,48.0,5,15,1,Hiver,False,True,3.0,5.285714285714286
2022-01-16,Prednisone,1,3.5,3.5,6,16,1,Hiver,False,True,3.5,4.857142857142857
2022-01-16,Omeprazole,5,5.5,27.5,6,16,1,Hiver,False,True,1.1,4.714285714285714
2022-01-17,Sertraline,6,6.5,39.0,0,17,1,Hiver,False,False,1.08,4.571428571428571
2022-01-18,Duloxetine,3,11.5,34.5,1,18,1,Hiver,False,False,3.83,4.0
2022-01-19,Duloxetine,9,11.5,103.5,2,19,1,Hiver,False,False,1.28,4.857142857142857
2022-01-20,Ibuprofen,4,6.0,24.0,3,20,1,Hiver,False,False,1.5,4.571428571428571
2022-01-20,Venlafaxine,9,10.5,94.5,3,20,1,Hiver,False,False,1.17,5.285714285714286
2022-01-20,Albuterol,4,9.5,38.0,3,20,1,Hiver,False,False,2.38,5.714285714285714
2022-01-22,Paracétamol,5,5.0,25.0,5,22,1,Hiver,False,True,1.0,5.714285714285714
2022-01-22,Hydrochlorothiazide,5,15.0,75.0,5,22,1,Hiver,False,True,3.0,5.571428571428571
2022-01-22,Esomeprazole,2,4.5,9.0,5,22,1,Hiver,False,True,2.25,5.428571428571429
2022-01-22,Duloxetine,6,11.5,69.0,5,22,1,Hiver,False,True,1.92,5.0
2022-01-23,Omeprazole,1,5.5,5.5,6,23,1,Hiver,False,True,5.5,4.571428571428571
2022-01-23,Ibuprofen,6,6.0,36.0,6,23,1,Hiver,False,True,1.0,4.142857142857143
2022-01-25,Montelukast,3,8.5,25.5,1,25,1,Hiver,False,False,2.83,4.0
2022-01-25,Amoxicilline,7,8.0,56.0,1,25,1,Hiver,False,False,1.14,4.285714285714286
2022-01-26,Furosemide,8,17.0,136.0,2,26,1,Hiver,False,False,2.12,4.714285714285714
2022-01-26,Simvastatine,5,16.0,80.0,2,26,1,Hiver,False,False,3.2,5.142857142857143
2022-01-28,Paracétamol,4,5.0,20.0,4,28,1,Hiver,False,False,1.25,4.857142857142857
2022-01-28,Lisinopril,4,5.0,20.0,4,28,1,Hiver,False,False,1.25,5.285714285714286
2022-01-29,Simvastatine,9,16.0,144.0,5,29,1,Hiver,False,True,1.78,5.714285714285714
2022-01-30,Metformine,10,12.0,120.0,6,30,1,Hiver,False,True,1.2,6.714285714285714
2022-01-30,Paracétamol,2,5.0,10.0,6,30,1,Hiver,False,True,2.5,6.0
2022-01-30,Duloxetine,3,11.5,34.5,6,30,1,Hiver,False,True,3.83,5.285714285714286
2022-01-31,Hydrochlorothiazide,9,15.0,135.0,0,31,1,Hiver,False,False,1.67,5.857142857142857
2022-02-01,Montelukast,9,8.5,76.5,1,1,2,Hiver,False,False,0.94,6.571428571428571
2022-02-04,Albuterol,9,9.5,85.5,4,4,2,Hiver,False,False,1.06,7.285714285714286
2022-02-04,Atorvastatine,10,11.0,110.0,4,4,2,Hiver,False,False,1.1,7.428571428571429
2022-02-05,Losartan,1,6.5,6.5,5,5,2,Hiver,False,True,6.5,6.142857142857143
2022-02-05,Warfarine,1,10.0,10.0,5,5,2,Hiver,False,True,10.0,6.0
2022-02-06,Hydrochlorothiazide,4,15.0,60.0,6,6,2,Hiver,False,True,3.75,6.142857142857143
2022-02-06,Simvastatine,7,16.0,112.0,6,6,2,Hiver,False,True,2.29,5.857142857142857
2022-02-07,Omeprazole,10,5.5,55.0,0,7,2,Hiver,False,False,0.55,6.0
2022-02-07,Amlodipine,4,14.0,56.0,0,7,2,Hiver,False,False,3.5,5.285714285714286
2022-02-07,Atorvastatine,5,11.0,55.0,0,7,2,Hiver,False,False,2.2,4.571428571428571
2022-02-08,Aspirine,10,3.5,35.0,1,8,2,Hiver,False,False,0.35,5.857142857142857
2022-02-08,Atorvastatine,3,11.0,33.0,1,8,2,Hiver,False,False,3.67,6.142857142857143
2022-02-09,Fluoxetine,4,7.0,28.0,2,9,2,Hiver,False,False,1.75,6.142857142857143
2022-02-09,Simvastatine,3,16.0,48.0,2,9,2,Hiver,False,False,5.33,5.571428571428571
2022-02-09,Aspirine,10,3.5,35.0,2,9,2,Hiver,False,False,0.35,5.571428571428571
2022-02-09,Duloxetine,1,11.5,11.5,2,9,2,Hiver,False,False,11.5,5.142857142857143
2022-02-10,Albuterol,10,9.5,95.0,3,10,2,Hiver,False,False,0.95,5.857142857142857
2022-02-10,Fluoxetine,10,7.0,70.0,3,10,2,Hiver,False,False,0.7,5.857142857142857
2022-02-11,Gabapentine,4,9.0,36.0,4,11,2,Hiver,False,False,2.25,6.0
2022-02-12,Aspirine,5,3.5,17.5,5,12,2,Hiver,False,True,0.7,6.142857142857143
2022-02-12,Azithromycine,6,13.0,78.0,5,12,2,Hiver,False,True,2.17,6.571428571428571
2022-02-13,Esomeprazole,9,4.5,40.5,6,13,2,Hiver,False,True,0.5,6.428571428571429
2022-02-14,Lisinopril,3,5.0,15.0,0,14,2,Hiver,False,False,1.67,6.714285714285714
2022-02-14,Furosemide,10,17.0,170.0,0,14,2,Hiver,False,False,1.7,6.714285714285714
2022-02-15,Sertraline,3,6.5,19.5,1,15,2,Hiver,False,False,2.17,5.714285714285714
2022-02-15,Omeprazole,9,5.5,49.5,1,15,2,Hiver,False,False,0.61,6.428571428571429
2022-02-15,Furosemide,2,17.0,34.0,1,15,2,Hiver,False,False,8.5,6.0
2022-02-15,Prednisone,3,3.5,10.5,1,15,2,Hiver,False,False,1.17,5.571428571428571
2022-02-17,Duloxetine,3,11.5,34.5,3,17,2,Hiver,False,False,3.83,4.714285714285714
2022-02-17,Montelukast,4,8.5,34.0,3,17,2,Hiver,False,False,2.12,4.857142857142857
2022-02-18,Hydrochlorothiazide,7,15.0,105.0,4,18,2,Hiver,False,False,2.14,4.428571428571429
2022-02-19,Omeprazole,9,5.5,49.5,5,19,2,Hiver,False,True,0.61,5.285714285714286
2022-02-20,Lisinopril,4,5.0,20.0,6,20,2,Hiver,False,True,1.25,4.571428571428571
2022-02-20,Ibuprofen,9,6.0,54.0,6,20,2,Hiver,False,True,0.67,5.571428571428571
2022-02-20,Gabapentine,4,9.0,36.0,6,20,2,Hiver,False,True,2.25,5.714285714285714
2022-02-20,Esomeprazole,3,4.5,13.5,6,20,2,Hiver,False,True,1.5,5.714285714285714
2022-02-20,Duloxetine,1,11.5,11.5,6,20,2,Hiver,False,True,11.5,5.285714285714286
2022-02-21,Duloxetine,2,11.5,23.0,0,21,2,Hiver,False,False,5.75,4.571428571428571
2022-02-21,Duloxetine,10,11.5,115.0,0,21,2,Hiver,False,False,1.15,4.714285714285714
2022-02-24,Montelukast,4,8.5,34.0,3,24,2,Hiver,False,False,2.12,4.714285714285714
2022-02-25,Ibuprofen,1,6.0,6.0,4,25,2,Hiver,False,False,6.0,3.571428571428572
2022-02-25,Gabapentine,2,9.0,18.0,4,25,2,Hiver,False,False,4.5,3.2857142857142856
2022-02-26,Gabapentine,10,9.0,90.0,5,26,2,Hiver,False,True,0.9,4.285714285714286
2022-02-27,Hydrochlorothiazide,5,15.0,75.0,6,27,2,Hiver,False,True,3.0,4.857142857142857
2022-02-28,Duloxetine,5,11.5,57.5,0,28,2,Hiver,False,False,2.3,5.285714285714286
2022-02-28,Metformine,10,12.0,120.0,0,28,2,Hiver,False,False,1.2,5.285714285714286
2022-02-28,Fluoxetine,6,7.0,42.0,0,28,2,Hiver,False,False,1.17,5.571428571428571
2022-02-28,Lisinopril,2,5.0,10.0,0,28,2,Hiver,False,False,2.5,5.714285714285714
2022-03-01,Metformine,2,12.0,24.0,1,1,3,Printemps,False,False,6.0,5.714285714285714
2022-03-02,Duloxetine,7,11.5,80.5,2,2,3,Printemps,False,False,1.64,5.285714285714286
2022-03-03,Omeprazole,4,5.5,22.0,3,3,3,Printemps,False,False,1.38,5.142857142857143
2022-03-04,Furosemide,9,17.0,153.0,4,4,3,Printemps,False,False,1.89,5.714285714285714
2022-03-06,Sertraline,9,6.5,58.5,6,6,3,Printemps,False,True,0.72,5.571428571428571
2022-03-07,Aspirine,10,3.5,35.0,0,7,3,Printemps,False,False,0.35,6.142857142857143
2022-03-07,Prednisone,1,3.5,3.5,0,7,3,Printemps,False,False,3.5,6.0
2022-03-09,Hydrochlorothiazide,6,15.0,90.0,2,9,3,Printemps,False,False,2.5,6.571428571428571
2022-03-09,Simvastatine,3,16.0,48.0,2,9,3,Printemps,False,False,5.33,6.0
2022-03-10,Losartan,2,6.5,13.0,3,10,3,Printemps,False,False,3.25,5.714285714285714
2022-03-10,Atorvastatine,8,11.0,88.0,3,10,3,Printemps,False,False,1.38,5.571428571428571
2022-03-10,Esomeprazole,1,4.5,4.5,3,10,3,Printemps,False,False,4.5,4.428571428571429
2022-03-11,Losartan,7,6.5,45.5,4,11,3,Printemps,False,False,0.93,4.0
2022-03-12,Duloxetine,9,11.5,103.5,5,12,3,Printemps,False,True,1.28,5.142857142857143
2022-03-12,Atorvastatine,8,11.0,88.0,5,12,3,Printemps,False,True,1.38,5.428571428571429
2022-03-15,Duloxetine,9,11.5,103.5,1,15,3,Printemps,False,False,1.28,6.285714285714286
2022-03-16,Albuterol,9,9.5,85.5,2,16,3,Printemps,False,False,1.06,7.285714285714286
2022-03-17,Ibuprofen,1,6.0,6.0,3,17,3,Printemps,False,False,6.0,6.285714285714286
2022-03-18,Ibuprofen,3,6.0,18.0,4,18,3,Printemps,False,False,2.0,6.571428571428571
2022-03-19,Hydrochlorothiazide,6,15.0,90.0,5,19,3,Printemps,False,True,2.5,6.428571428571429
2022-03-20,Ibuprofen,8,6.0,48.0,6,20,3,Printemps,False,True,0.75,6.285714285714286
2022-03-20,Azithromycine,4,13.0,52.0,6,20,3,Printemps,False,True,3.25,5.714285714285714
2022-03-22,Lisinopril,7,5.0,35.0,1,22,3,Printemps,False,False,0.71,5.428571428571429
2022-03-22,Furosemide,5,17.0,85.0,1,22,3,Printemps,False,False,3.4,4.857142857142857
2022-03-23,Cortisone,2,7.5,15.0,2,23,3,Printemps,False,False,3.75,5.0
2022-03-23,Aspirine,8,3.5,28.0,2,23,3,Printemps,False,False,0.44,5.714285714285714
2022-03-23,Prednisone,2,3.5,7.0,2,23,3,Printemps,False,False,1.75,5.142857142857143
2022-03-23,Amoxicilline,10,8.0,80.0,2,23,3,Printemps,False,False,0.8,5.428571428571429
2022-03-24,Amoxicilline,9,8.0,72.0,3,24,3,Printemps,False,False,0.89,6.142857142857143
2022-03-26,Albuterol,4,9.5,38.0,5,26,3,Printemps,False,True,2.38,5.714285714285714
2022-03-27,Albuterol,9,9.5,85.5,6,27,3,Printemps,False,True,1.06,6.285714285714286
2022-03-28,Sertraline,3,6.5,19.5,0,28,3,Printemps,False,False,2.17,6.428571428571429
2022-03-29,Atorvastatine,1,11.0,11.0,1,29,3,Printemps,False,False,11.0,5.428571428571429
2022-03-31,Gabapentine,3,9.0,27.0,3,31,3,Printemps,False,False,3.0,5.571428571428571
2022-03-31,Sertraline,8,6.5,52.0,3,31,3,Printemps,False,False,0.81,5.285714285714286
2022-04-01,Aspirine,9,3.5,31.5,4,1,4,Printemps,False,False,0.39,5.285714285714286
2022-04-02,Prednisone,2,3.5,7.0,5,2,4,Printemps,False,True,1.75,5.0
2022-04-02,Aspirine,5,3.5,17.5,5,2,4,Printemps,False,True,0.7,4.428571428571429
2022-04-02,Omeprazole,1,5.5,5.5,5,2,4,Printemps,False,True,5.5,4.142857142857143
2022-04-02,Azithromycine,4,13.0,52.0,5,2,4,Printemps,False,True,3.25,4.571428571428571
2022-04-04,Venlafaxine,9,10.5,94.5,0,4,4,Printemps,False,False,1.17,5.428571428571429
2022-04-04,Duloxetine,4,11.5,46.0,0,4,4,Printemps,False,False,2.88,4.857142857142857
2022-04-05,Albuterol,3,9.5,28.5,1,5,4,Printemps,False,False,3.17,4.0
2022-04-06,Omeprazole,8,5.5,44.0,2,6,4,Printemps,False,False,0.69,4.857142857142857
2022-04-07,Losartan,4,6.5,26.0,3,7,4,Printemps,False,False,1.62,4.714285714285714
2022-04-10,Fluoxetine,4,7.0,28.0,6,10,4,Printemps,False,True,1.75,5.142857142857143
2022-04-12,Prednisone,10,3.5,35.0,1,12,4,Printemps,False,False,0.35,6.0
2022-04-13,Furosemide,9,17.0,153.0,2,13,4,Printemps,False,False,1.89,6.0
2022-04-13,Esomeprazole,4,4.5,18.0,2,13,4,Printemps,False,False,1.12,6.0
2022-04-13,Omeprazole,7,5.5,38.5,2,13,4,Printemps,False,False,0.79,6.571428571428571
2022-04-14,Fluoxetine,9,7.0,63.0,3,14,4,Printemps,False,False,0.78,6.714285714285714
2022-04-16,Hydrochlorothiazide,6,15.0,90.0,5,16,4,Printemps,False,True,2.5,7.0
2022-04-17,Duloxetine,5,11.5,57.5,6,17,4,Printemps,False,True,2.3,7.142857142857143
2022-04-17,Fluoxetine,2,7.0,14.0,6,17,4,Printemps,False,True,3.5,6.0
2022-04-20,Metformine,4,12.0,48.0,2,20,4,Printemps,False,False,3.0,5.285714285714286
2022-04-21,Duloxetine,1,11.5,11.5,3,21,4,Printemps,False,False,11.5,4.857142857142857
2022-04-22,Atorvastatine,4,11.0,44.0,4,22,4,Printemps,False,False,2.75,4.428571428571429
2022-04-24,Amoxicilline,4,8.0,32.0,6,24,4,Printemps,False,True,2.0,3.7142857142857135
2022-04-24,Simvastatine,2,16.0,32.0,6,24,4,Printemps,False,True,8.0,3.142857142857143
2022-04-24,Fluoxetine,8,7.0,56.0,6,24,4,Printemps,False,True,0.88,3.571428571428572
2022-04-25,Paracétamol,3,5.0,15.0,0,25,4,Printemps,False,False,1.67,3.7142857142857135
2022-04-26,Azithromycine,2,13.0,26.0,1,26,4,Printemps,False,False,6.5,3.4285714285714284
2022-04-26,Azithromycine,8,13.0,104.0,1,26,4,Printemps,False,False,1.62,4.428571428571429
2022-04-26,Albuterol,4,9.5,38.0,1,26,4,Printemps,False,False,2.38,4.428571428571429
2022-04-28,Duloxetine,3,11.5,34.5,3,28,4,Printemps,False,False,3.83,4.285714285714286
2022-04-28,Esomeprazole,7,4.5,31.5,3,28,4,Printemps,False,False,0.64,5.0
